id,name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
4427,Kepler-965 b,1901,13.488,Neptune-like,2016,11.4,Earth,0.302,Jupiter,0.512,0.36769336,0,Transit
4428,Kepler-966 b,3353,14.731,Neptune-like,2016,16,Earth,0.368,Jupiter,0.3907,0.2729637,0,Transit
4429,Kepler-967 b,1855,14.702,Neptune-like,2016,6.12,Earth,0.21,Jupiter,0.1027,0.03613963,0,Transit
4430,Kepler-967 c,1855,14.702,Neptune-like,2016,12.9,Earth,0.326,Jupiter,0.6253,0.54401094,0,Transit
4431,Kepler-968 b,947,14.626,Super Earth,2016,4.66,Earth,2,Earth,0.0389,0.010130048,0,Transit
4432,Kepler-968 c,947,14.626,Super Earth,2016,3.5,Earth,1.69,Earth,0.052,0.015605749,0,Transit
4433,Kepler-969 b,1273,13.865,Super Earth,2016,4.94,Earth,2.07,Earth,0.2027,0.0936345,0,Transit
4434,Kepler-969 c,1273,13.865,Terrestrial,2016,0.937,Earth,0.99,Earth,0.0272,0.0046543465,0,Transit
4435,Kepler-96 b,401,10.568,Neptune-like,2014,8.46,Earth,0.238,Jupiter,0.1235,0.044353183,0,Transit
4436,Kepler-970 b,1081,15.21,Neptune-like,2016,7.31,Earth,0.233,Jupiter,0.139,0.045722112,0.34,Transit
4437,Kepler-971 b,1104,13.483,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0827,0.026283368,0,Transit
4438,Kepler-972 b,3908,15.084,Neptune-like,2016,19.5,Earth,0.415,Jupiter,0.0734,0.019164955,0,Transit
4439,Kepler-973 b,1072,13.478,Super Earth,2016,4.5,Earth,1.96,Earth,0.2508,0.1357974,0,Transit
4440,Kepler-974 b,438,15.295,Super Earth,2016,3.09,Earth,1.57,Earth,0.0419,0.011498973,0,Transit
4441,Kepler-975 b,1390,14.633,Super Earth,2016,2.79,Earth,1.48,Earth,0.0303,0.0054757018,0,Transit
4442,Kepler-976 b,3302,15.861,Neptune-like,2016,14.9,Earth,0.353,Jupiter,0.4217,0.29021218,0,Transit
4443,Kepler-977 b,1855,14.754,Neptune-like,2016,7.37,Earth,0.234,Jupiter,0.162,0.073648185,0,Transit
4444,Kepler-978 b,2226,13.513,Neptune-like,2016,9.22,Earth,0.267,Jupiter,0.2726,0.1357974,0,Transit
4445,Kepler-979 b,1881,14.882,Neptune-like,2016,7.85,Earth,0.243,Jupiter,0.0753,0.022176592,0,Transit
4446,Kepler-97 b,1308,12.994,Super Earth,2014,3.51,Earth,1.48,Earth,0.0356,0.007118412,0,Transit
4447,Kepler-97 c,1308,12.994,Gas Giant,2014,1.08,Jupiter,1.12,Jupiter,0.1028,2.2,0,Radial Velocity
4448,Kepler-980 b,3136,14.221,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.1005,0.03175907,0,Transit
4449,Kepler-981 b,2864,14.875,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.0535,0.0123203285,0,Transit
4450,Kepler-982 b,2614,13.099,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.1291,0.04325804,0,Transit
4451,Kepler-983 b,2330,14.1125,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.3148,0.16454482,0,Transit
4452,Kepler-984 b,1501,13.599,Neptune-like,2016,5.14,Earth,2.12,Earth,0.2327,0.117727585,0,Transit
4453,Kepler-985 b,2216,14.904,Neptune-like,2016,9.17,Earth,0.266,Jupiter,0.4451,0.31841207,0,Transit
4454,Kepler-986 b,1789,13.69,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.276,0.15441479,0,Transit
4455,Kepler-987 b,2982,15.171,Neptune-like,2016,10.7,Earth,0.291,Jupiter,0.4238,0.2882957,0,Transit
4456,Kepler-988 b,995,15.578,Super Earth,2016,4.94,Earth,2.07,Earth,0.1085,0.04873374,0,Transit
4457,Kepler-989 b,1605,14.717,Neptune-like,2016,5.52,Earth,2.21,Earth,0.0734,0.021902807,0,Transit
4458,Kepler-98 b,1143,12.996,Neptune-like,2014,3.55,Earth,1.99,Earth,0.0256,0.0041067763,0,Transit
4459,Kepler-990 b,2617,14.716,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.0883,0.027104722,0,Transit
4460,Kepler-990 c,2617,14.716,Super Earth,2016,2.96,Earth,1.53,Earth,0.0127,0.0013689254,0,Transit
4461,Kepler-991 b,1271,15.626,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.3104,0.2258727,0,Transit
4462,Kepler-992 b,847,13.557,Super Earth,2016,3.26,Earth,1.62,Earth,0.1339,0.055304587,0,Transit
4463,Kepler-993 b,1058,16.608,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.13,0.060506504,0,Transit
4464,Kepler-994 b,614,15.046,Super Earth,2016,3.19,Earth,1.6,Earth,0.0177,0.003285421,0,Transit
4465,Kepler-995 b,1989,15.173,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.1701,0.07748117,0,Transit
4466,Kepler-996 b,3968,14.717,Super Earth,2016,4.58,Earth,1.98,Earth,0.0474,0.010403832,0,Transit
4467,Kepler-997 b,1525,11.521,Super Earth,2016,2.42,Earth,1.36,Earth,0.0397,0.0073921974,0,Transit
4468,Kepler-998 b,3218,14.463,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0626,0.015605749,0,Transit
4469,Kepler-999 b,1778,12.364,Neptune-like,2016,6.08,Earth,0.209,Jupiter,0.0681,0.016427105,0,Transit
4470,Kepler-99 b,680,13.206,Super Earth,2014,6.15,Earth,1.48,Earth,0.0503,0.012594113,0,Transit
4471,Kepler-9 b,2049,13.922,Gas Giant,2010,0.13655,Jupiter,0.74,Jupiter,0.143,0.052566737,0.06,Transit
4472,Kepler-9 c,2049,13.922,Neptune-like,2010,29.9,Earth,0.721,Jupiter,0.227,0.10677618,0.07,Transit
4473,Kepler-9 d,2049,13.922,Super Earth,2010,3.33,Earth,1.64,Earth,0.0273,0.0043805614,0,Transit
4474,KIC 10001893 b,5457,15.829,Unknown,2014,4.17014,Earth,1.12,Jupiter,0.1028,0.0005475702,0,Orbital Brightness Modulation
4475,KIC 10001893 c,5457,15.829,Unknown,2014,4.17014,Earth,1.12,Jupiter,0.1028,0.00082135526,0,Orbital Brightness Modulation
4476,KIC 10001893 d,5457,15.829,Unknown,2014,4.17014,Earth,1.12,Jupiter,0.1028,0.0021902807,0,Orbital Brightness Modulation
4477,KIC 10068024 b,2352,13.144,Gas Giant,2021,2,Jupiter,1.19,Jupiter,0.1028,0.0057494864,0,Orbital Brightness Modulation
4478,KIC 10525077 b,4766,15.592,Neptune-like,2015,25.9,Earth,0.491,Jupiter,0.1028,2.3,0,Transit
4479,KIC 3526061 b,1309,10.372,Gas Giant,2022,18.15,Jupiter,1.08,Jupiter,5.14,9.7,0.85,Radial Velocity
4480,KIC 3558849 b,3966,14.32,Neptune-like,2015,38.1,Earth,0.616,Jupiter,0.1028,3.6,0,Transit
4481,KIC 5095269 b,3877,13.595,Gas Giant,2017,7.693,Jupiter,1.13,Jupiter,0.8,0.6507871,0.06,Eclipse Timing Variations
4482,KIC 5437945 b,4156,13.834,Neptune-like,2015,33.6,Earth,0.571,Jupiter,1.1455,1.2068446,0,Transit
4483,KIC 5479689 b,1484,13.929,Gas Giant,2021,0.5,Jupiter,1.27,Jupiter,0.1028,0.0046543465,0,Orbital Brightness Modulation
4484,KIC 5951458 b,2423,12.836,Neptune-like,2015,35.4,Earth,0.589,Jupiter,0.1028,3.6,0,Transit
4485,KIC 7917485 b,4511,13.166,Gas Giant,2016,11.8,Jupiter,1.1,Jupiter,0.1028,2.3,0.15,Pulsation Timing Variations
4486,KIC 8121913 b,2307,12.38,Gas Giant,2021,2.1,Jupiter,1.19,Jupiter,0.1028,0.009034907,0,Orbital Brightness Modulation
4487,KIC 8540376 b,3498,14.411,Neptune-like,2015,15.8,Earth,0.366,Jupiter,0.1028,0.087063655,0,Transit
4488,KIC 8540376 c,3498,14.411,Neptune-like,2015,6.35,Earth,0.214,Jupiter,0.1028,0.20588636,0,Transit
4489,KIC 9663113 b,5202,14.027,Neptune-like,2015,19.2,Earth,0.41,Jupiter,1.4062,1.6,0,Transit
4490,KMT-2016-BLG-0212L b,20551,13.543,Gas Giant,2018,18,Jupiter,1.08,Jupiter,2.2,4.7,0,Gravitational Microlensing
4491,KMT-2016-BLG-1107L b,21696,13.543,Gas Giant,2019,3.283,Jupiter,1.17,Jupiter,0.342,0.6666667,0,Gravitational Microlensing
4492,KMT-2016-BLG-1397L b,21529,13.543,Gas Giant,2018,7,Jupiter,1.13,Jupiter,5.1,17.2,0,Gravitational Microlensing
4493,KMT-2016-BLG-1820L b,20420,13.543,Gas Giant,2018,4.57,Jupiter,1.15,Jupiter,1.08,5.6,0,Gravitational Microlensing
4494,KMT-2016-BLG-1836L b,23160,13.543,Gas Giant,2019,2.2,Jupiter,1.19,Jupiter,3.5,9.4,0,Gravitational Microlensing
4495,KMT-2016-BLG-2142L b,22867,13.543,Gas Giant,2018,15.49,Jupiter,1.09,Jupiter,0.83,2.9,0,Gravitational Microlensing
4496,KMT-2016-BLG-2364L b,21007,13.543,Gas Giant,2020,3.93,Jupiter,1.16,Jupiter,2.63,6,0,Gravitational Microlensing
4497,KMT-2016-BLG-2397L b,15919,13.543,Gas Giant,2020,2.63,Jupiter,1.18,Jupiter,3.64,8.7,0,Gravitational Microlensing
4498,KMT-2016-BLG-2605L b,20945,13.543,Gas Giant,2021,0.771,Jupiter,1.25,Jupiter,0.681,2.3,0,Gravitational Microlensing
4499,KMT-2017-BLG-0165L b,14777,13.543,Neptune-like,2018,34,Earth,0.575,Jupiter,3.45,7.4,0,Gravitational Microlensing
4500,KMT-2017-BLG-0673L b,16571,13.543,Gas Giant,2022,3.67,Jupiter,1.16,Jupiter,2.34,4.5,0,Gravitational Microlensing
4501,KMT-2017-BLG-1038L b,19572,13.543,Gas Giant,2019,2,Jupiter,1.19,Jupiter,1.8,4,0,Gravitational Microlensing
4502,KMT-2017-BLG-1146L b,21203,13.543,Gas Giant,2019,0.71,Jupiter,1.25,Jupiter,1.6,3.5,0,Gravitational Microlensing
4503,KMT-2017-BLG-2509L b,22964,13.543,Gas Giant,2021,2.09,Jupiter,1.19,Jupiter,2.14,4.6,0,Gravitational Microlensing
4504,KMT-2018-BLG-0029L b,11026,13.543,Neptune-like,2020,7.59,Earth,0.238,Jupiter,4.27,8.3,0,Gravitational Microlensing
4505,KMT-2018-BLG-0748L b,23813,13.543,Gas Giant,2020,0.19,Jupiter,0.804,Jupiter,0.62,1.6,0,Gravitational Microlensing
4506,KMT-2018-BLG-1025L b,21872,13.543,Neptune-like,2021,6.059,Earth,0.208,Jupiter,1.305,3.2,0,Gravitational Microlensing
4507,KMT-2018-BLG-1292L b,11287,13.543,Gas Giant,2020,4.42,Jupiter,1.15,Jupiter,6.03,14.2,0,Gravitational Microlensing
4508,KMT-2018-BLG-1743L b,21148,13.543,Gas Giant,2021,0.245,Jupiter,0.937,Jupiter,1.449,4,0,Gravitational Microlensing
4509,KMT-2018-BLG-1976L b,19050,13.543,Gas Giant,2021,2.22,Jupiter,1.19,Jupiter,3.54,8.3,0,Gravitational Microlensing
4510,KMT-2018-BLG-1988L b,13537,13.543,Neptune-like,2022,5.56,Earth,2.22,Earth,3.09,7.9,0,Gravitational Microlensing
4511,KMT-2018-BLG-1990L b,3154,13.543,Gas Giant,2019,0.348,Jupiter,1.16,Jupiter,0.763,2.2,0,Gravitational Microlensing
4512,KMT-2018-BLG-1996L b,19278,13.543,Gas Giant,2021,1.09,Jupiter,1.23,Jupiter,4.27,10.6,0,Gravitational Microlensing
4513,KMT-2019-BLG-0371L b,22867,13.543,Gas Giant,2021,7.7,Jupiter,1.13,Jupiter,0.79,2.3,0,Gravitational Microlensing
4514,KMT-2019-BLG-0414L b,14385,13.543,Gas Giant,2022,4.57,Jupiter,1.15,Jupiter,1.16,1.5,0,Gravitational Microlensing
4515,KMT-2019-BLG-0842L b,10830,13.543,Neptune-like,2020,10.28,Earth,0.284,Jupiter,3.31,6.9,0,Gravitational Microlensing
4516,KMT-2019-BLG-1339L b,19963,13.543,Gas Giant,2020,1.25,Jupiter,1.22,Jupiter,2.15,4.6,0,Gravitational Microlensing
4517,KMT-2019-BLG-1715L b,12591,13.543,Gas Giant,2021,2.56,Jupiter,1.18,Jupiter,3.32,7.7,0,Gravitational Microlensing
4518,KMT-2019-BLG-1953L b,22964,13.543,Gas Giant,2020,0.64,Jupiter,1.26,Jupiter,0.1028,0.99931556,0,Gravitational Microlensing
4519,KMT-2020-BLG-0414L b,2610,13.543,Terrestrial,2021,0.96,Earth,0.997,Earth,1.26,2.8,0,Gravitational Microlensing
4520,KMT-2020-BLG-0414L c,2610,13.543,Gas Giant,2021,15.4,Jupiter,1.09,Jupiter,0.12,0.08158795,0,Gravitational Microlensing
4521,KMT-2021-BLG-0119L b,10210,13.543,Gas Giant,2022,5.52,Jupiter,1.14,Jupiter,2.92,6.7,0,Gravitational Microlensing
4522,KMT-2021-BLG-0171L b,15005,13.543,Neptune-like,2022,11.2,Earth,0.299,Jupiter,3.5,7.4,0,Gravitational Microlensing
4523,KMT-2021-BLG-0192L b,16701,13.543,Neptune-like,2022,34.96112,Earth,0.585,Jupiter,1.62,4,0,Gravitational Microlensing
4524,KMT-2021-BLG-0240L b,21529,13.543,Gas Giant,2022,0.21,Jupiter,0.856,Jupiter,2.8,6.3,0,Gravitational Microlensing
4525,KMT-2021-BLG-0320L b,22671,13.543,Neptune-like,2022,31.78284,Earth,0.553,Jupiter,1.54,3.4,0,Gravitational Microlensing
4526,KMT-2021-BLG-0322L b,21529,13.543,Gas Giant,2021,6.4,Jupiter,1.13,Jupiter,0.1028,0.99931556,0,Gravitational Microlensing
4527,KMT-2021-BLG-0912L b,18137,13.543,Super Earth,2022,2.81,Earth,1.49,Earth,3.14,6.2,0,Gravitational Microlensing
4528,KMT-2021-BLG-1077L b,26879,13.543,Gas Giant,2022,0.22,Jupiter,0.88,Jupiter,1.26,3.8,0,Gravitational Microlensing
4529,KMT-2021-BLG-1077L c,26879,13.543,Gas Giant,2022,0.25,Jupiter,0.949,Jupiter,0.93,2.4,0,Gravitational Microlensing
4530,KMT-2021-BLG-1303L b,20485,13.543,Gas Giant,2022,0.38,Jupiter,1.21,Jupiter,2.89,6.5,0,Gravitational Microlensing
4531,KMT-2021-BLG-1554L b,25052,13.543,Gas Giant,2022,38.13941,Earth,0.616,Jupiter,0.72,2.2,0,Gravitational Microlensing
4532,KMT-2021-BLG-1689L b,23486,13.543,Gas Giant,2022,0.14473,Jupiter,0.688,Jupiter,2.5,5.2,0,Gravitational Microlensing
4533,KMT-2021-BLG-1898L b,22508,13.543,Gas Giant,2022,0.73,Jupiter,1.25,Jupiter,1.9,3.8,0,Gravitational Microlensing
4534,KMT-2021-BLG-2294L b,22182,13.543,Neptune-like,2022,22.24799,Earth,0.448,Jupiter,1.15,3.3,0,Gravitational Microlensing
4535,KOI-1257 b,2140,14.818,Gas Giant,2014,1.45,Jupiter,0.94,Jupiter,0.382,0.23709787,0.77,Transit
4536,KOI-12 b,1303,11.51,Gas Giant,2015,1.1,Jupiter,1.23,Jupiter,0.154,0.049007528,0.34,Transit
4537,KOI-13 b,1693,9.791,Gas Giant,2011,9.28,Jupiter,1.512,Jupiter,0.03641,0.004928131,0,Transit
4538,KOI-142 b,1229,13.209,Neptune-like,2013,9.5,Earth,0.307,Jupiter,0.098,0.029842572,0.06,Transit
4539,KOI-142 c,1229,13.209,Gas Giant,2013,0.674,Jupiter,1.25,Jupiter,0.15525,0.06105407,0.06,Transit
4540,KOI-1599.01,3691,14.795,Super Earth,2019,4.6,Earth,1.9,Earth,0.14728,0.055852156,0.01,Transit
4541,KOI-1599.02,3691,14.795,Super Earth,2019,9,Earth,1.9,Earth,0.112293,0.037234772,0.01,Transit
4542,KOI-1783.01,2824,13.978,Gas Giant,2020,0.22339,Jupiter,0.79,Jupiter,0.5135,0.36824092,0,Transit
4543,KOI-1783.02,2824,13.978,Neptune-like,2020,15,Earth,0.485,Jupiter,0.8453,0.7780972,0,Transit
4544,KOI-1831 d,1636,14.222,Super Earth,2021,2.23,Earth,1.13,Earth,0.1949,0.0936345,0,Transit
4545,KOI-1833 d,947,14.626,Super Earth,2021,11.02,Earth,0.23,Jupiter,0.0634,0.021081451,0,Transit
4546,KOI-217 b,2984,15.257,Gas Giant,2010,4.17014,Earth,1.11,Jupiter,0.0477,0.010677618,0,Transit
4547,KOI-3503 b,2894,13.831,Super Earth,2021,9.2,Earth,1.19,Earth,0.1462,0.05804244,0,Transit
4548,KOI-3503 c,2894,13.831,Super Earth,2021,10.36,Earth,1.21,Earth,0.1911,0.087063655,0,Transit
4549,KOI-3680 b,3008,14.616,Gas Giant,2018,1.93,Jupiter,0.99,Jupiter,0.534,0.38658452,0.5,Transit
4550,KOI-4777.01,562,16.413,Gas Giant,2014,0.31212,Jupiter,0.51,Earth,0.008,0.0010951404,0,Transit
4551,KOI-55 b,4016,15.154,Terrestrial,2011,0.44,Earth,0.759,Earth,0.006,0.0005475702,0,Orbital Brightness Modulation
4552,KOI-55 c,4016,15.154,Terrestrial,2011,0.655,Earth,0.867,Earth,0.0076,0.00082135526,0,Orbital Brightness Modulation
4553,KOI-7368 b,864,12.969,Neptune-like,2022,5.56,Earth,2.22,Earth,0.0678,0.018617386,0,Transit
4554,KOI-7913 b,885,14.23,Neptune-like,2022,6.08,Earth,0.209,Jupiter,0.1456,0.06652977,0,Transit
4555,KOI-94 b,1556,12.314,Super Earth,2013,10.5,Earth,1.71,Earth,0.05119,0.010130048,0.25,Transit
4556,KOI-94 c,1556,12.314,Neptune-like,2013,15.6,Earth,0.385,Jupiter,0.1013,0.028473647,0.43,Transit
4557,KOI-94 d,1556,12.314,Gas Giant,2013,0.334,Jupiter,1.005,Jupiter,0.1684,0.06105407,0.02,Transit
4558,KOI-94 e,1556,12.314,Neptune-like,2013,35,Earth,0.585,Jupiter,0.3046,0.1486653,0.02,Transit
4559,KOI-984 b,824,12.795,Neptune-like,2022,17.1,Earth,0.384,Jupiter,0.0504,0.011772759,0.12,Transit
4560,KOI-984 c,824,12.795,Gas Giant,2022,0.6601,Jupiter,1.25,Jupiter,0.1467,0.058863793,0.38,Transit Timing Variations
4561,KPS-1 b,857,12.97,Gas Giant,2018,1.09,Jupiter,1.03,Jupiter,0.0269,0.0046543465,0,Transit
4562,L 168-9 b,82,11.005,Super Earth,2020,4.6,Earth,1.39,Earth,0.02091,0.003832991,0.21,Transit
4563,L 98-59 b,35,11.685,Terrestrial,2019,0.4,Earth,0.85,Earth,0.02191,0.0062970566,0.1,Transit
4564,L 98-59 c,35,11.685,Super Earth,2019,2.22,Earth,1.385,Earth,0.0304,0.010130048,0.1,Transit
4565,L 98-59 d,35,11.685,Super Earth,2019,1.94,Earth,1.521,Earth,0.0486,0.02053388,0.07,Transit
4566,L 98-59 e,35,11.685,Super Earth,2021,3.06,Earth,1.56,Earth,0.0717,0.03504449,0.13,Radial Velocity
4567,LHS 1140 b,49,14.15,Super Earth,2017,6.38,Earth,1.635,Earth,0.0957,0.06762492,0.096,Transit
4568,LHS 1140 c,49,14.15,Super Earth,2018,1.76,Earth,1.169,Earth,0.02734,0.010403832,0.274,Transit
4569,LHS 1478 b,59,13.304,Super Earth,2021,2.33,Earth,1.242,Earth,0.01848,0.005201916,0,Transit
4570,LHS 1678 b,65,12.6,Terrestrial,2021,0.35,Earth,0.696,Earth,0.01251,0.0024640656,0.25,Transit
4571,LHS 1678 c,65,12.6,Super Earth,2021,1.4,Earth,0.982,Earth,0.0331,0.010130048,0.22,Transit
4572,LHS 1815 b,97,12.167,Super Earth,2020,8.7,Earth,1.088,Earth,0.0404,0.010403832,0,Transit
4573,LHS 3844 b,49,15.24,Super Earth,2019,2.25,Earth,1.303,Earth,0.00622,0.0013689254,0,Transit
4574,LkCa 15 b,516,12.025,Unknown,2015,4.17014,Earth,1.12,Jupiter,14.7,0.99931556,0,Direct Imaging
4575,LkCa 15 c,516,12.025,Unknown,2015,4.17014,Earth,1.12,Jupiter,18.6,0.99931556,0,Direct Imaging
4576,LP 714-47 b,172,12.492,Neptune-like,2020,30.8,Earth,0.419,Jupiter,0.0417,0.011225188,0.04,Transit
4577,LP 791-18 b,86,16.91,Super Earth,2019,1.46,Earth,1.12,Earth,0.00969,0.0024640656,0,Transit
4578,LP 791-18 c,86,16.91,Neptune-like,2019,5.95,Earth,0.206,Jupiter,0.029392,0.0136892535,0,Transit
4579,LP 890-9 b,106,18,Super Earth,2022,13.2,Earth,1.32,Earth,0.01875,0.0073921974,0,Transit
4580,LP 890-9 c,106,18,Super Earth,2022,25.3,Earth,1.367,Earth,0.03984,0.023271732,0,Transit
4581,LSPM J2116+0234 b,58,11.961,Neptune-like,2019,13.3,Earth,0.331,Jupiter,0.0876,0.03942505,0.18,Radial Velocity
4582,LTT 1445 A b,22,10.59,Super Earth,2019,2.87,Earth,1.305,Earth,0.03813,0.014784395,0.11,Transit
4583,LTT 1445 A c,22,10.59,Super Earth,2022,1.54,Earth,1.147,Earth,0.02661,0.008487337,0.223,Transit
4584,LTT 3780 b,72,13.14,Super Earth,2020,2.62,Earth,1.332,Earth,0.01211,0.0021902807,0,Transit
4585,LTT 3780 c,72,13.14,Super Earth,2020,8.6,Earth,0.205,Jupiter,0.07673,0.033675566,0.06,Transit
4586,LTT 9779 b,262,9.79,Neptune-like,2020,29.32,Earth,0.421,Jupiter,0.01679,0.0021902807,0,Transit
4587,Lupus-TR-3 b,2523,19.6202,Gas Giant,2007,0.81,Jupiter,0.89,Jupiter,0.0464,0.010677618,0,Transit
4588,MASCARA-1 b,595,8.28,Gas Giant,2017,3.7,Jupiter,1.597,Jupiter,0.040352,0.0057494864,0,Transit
4589,MASCARA-4 b,557,8.191,Gas Giant,2020,3.1,Jupiter,1.53,Jupiter,0.047,0.007665982,0,Transit
4590,MOA-2007-BLG-192L b,3262,13.543,Super Earth,2008,3.3,Earth,1.63,Earth,0.62,2,0,Gravitational Microlensing
4591,MOA-2007-BLG-400L b,18920,13.543,Gas Giant,2008,0.83,Jupiter,1.24,Jupiter,6.5,30.3,0,Gravitational Microlensing
4592,MOA-2008-BLG-310L b,25117,13.543,Neptune-like,2009,23.4,Earth,0.462,Jupiter,1.1,2.5,0,Gravitational Microlensing
4593,MOA-2008-BLG-379L b,10765,13.543,Gas Giant,2013,4.1,Jupiter,1.16,Jupiter,2.7,5.9,0,Gravitational Microlensing
4594,MOA-2009-BLG-266L b,9916,13.543,Neptune-like,2011,10.4,Earth,0.286,Jupiter,3.2,7.7,0,Gravitational Microlensing
4595,MOA-2009-BLG-319L b,22997,13.543,Gas Giant,2010,0.212,Jupiter,0.86,Jupiter,2.03,4,0,Gravitational Microlensing
4596,MOA-2009-BLG-387L b,18561,13.543,Gas Giant,2010,2.6,Jupiter,1.18,Jupiter,1.8,5.4,0,Gravitational Microlensing
4597,MOA-2010-BLG-073L b,9134,13.543,Gas Giant,2012,11,Jupiter,1.11,Jupiter,1.21,3.3,0,Gravitational Microlensing
4598,MOA-2010-BLG-117L b,11417,24.3,Gas Giant,2018,0.54,Jupiter,1.27,Jupiter,2.42,4.9,0,Gravitational Microlensing
4599,MOA-2010-BLG-328L b,2642,13.543,Neptune-like,2013,9.2,Earth,0.266,Jupiter,0.92,2.7,0,Gravitational Microlensing
4600,MOA-2010-BLG-353L b,20975,13.543,Gas Giant,2015,0.27,Jupiter,0.994,Jupiter,1.72,5.3,0,Gravitational Microlensing
4601,MOA-2010-BLG-477L b,7503,13.543,Gas Giant,2012,1.5,Jupiter,1.21,Jupiter,2,3.5,0,Gravitational Microlensing
4602,MOA-2011-BLG-028L b,24074,13.543,Neptune-like,2016,30,Earth,0.535,Jupiter,4.14,9.7,0,Gravitational Microlensing
4603,MOA-2011-BLG-262L b,23486,13.543,Neptune-like,2014,17,Earth,0.383,Jupiter,0.95,2.8,0,Gravitational Microlensing
4604,MOA-2011-BLG-291L b,14353,13.543,Neptune-like,2018,18,Earth,0.396,Jupiter,0.69,1.5,0,Gravitational Microlensing
4605,MOA-2011-BLG-293L b,25183,13.543,Gas Giant,2012,4.8,Jupiter,1.15,Jupiter,1.1,8.2,0,Gravitational Microlensing
4606,MOA-2011-BLG-322L b,24661,13.543,Gas Giant,2013,11.6,Jupiter,1.11,Jupiter,4.3,14.3,0,Gravitational Microlensing
4607,MOA-2012-BLG-006L b,17289,13.543,Gas Giant,2017,8.4,Jupiter,1.12,Jupiter,10.2,46.6,0,Gravitational Microlensing
4608,MOA-2012-BLG-505L b,23519,13.543,Neptune-like,2017,6.7,Earth,0.221,Jupiter,0.9,2.7,0,Gravitational Microlensing
4609,MOA-2013-BLG-220L b,21921,13.543,Gas Giant,2014,2.74,Jupiter,1.18,Jupiter,3.03,5.6,0,Gravitational Microlensing
4610,MOA-2013-BLG-605L b,2773,13.543,Super Earth,2016,3.24,Earth,1.62,Earth,0.93,6.3,0,Gravitational Microlensing
4611,MOA-2015-BLG-337L b,23160,13.543,Neptune-like,2018,33.7,Earth,0.572,Jupiter,0.24,1.1756331,0,Gravitational Microlensing
4612,MOA-2016-BLG-227L b,21203,13.543,Gas Giant,2017,2.8,Jupiter,1.18,Jupiter,1.39,3,0,Gravitational Microlensing
4613,MOA-2016-BLG-319L b,22182,13.543,Gas Giant,2018,0.62,Jupiter,1.26,Jupiter,0.95,2.4,0,Gravitational Microlensing
4614,MOA-2019-BLG-008L b,8807,13.543,Gas Giant,2022,18,Jupiter,1.08,Jupiter,0.1028,0.99931556,0,Gravitational Microlensing
4615,MOA-2020-BLG-135L b,25770,13.543,Neptune-like,2022,11.3,Earth,0.301,Jupiter,1.11,2.4,0,Gravitational Microlensing
4616,MOA-bin-1L b,16636,13.543,Gas Giant,2012,3.7,Jupiter,1.16,Jupiter,8.3,27.6,0,Gravitational Microlensing
4617,MOA-bin-29 b,23225,44.61,Gas Giant,2019,0.6,Jupiter,1.26,Jupiter,0.48,1.9,0,Gravitational Microlensing
4618,mu2 Scorpii b,1371,3.56,Gas Giant,2022,14.4,Jupiter,1.09,Jupiter,242.4,1251.8,0.56,Direct Imaging
4619,Mu Leonis b,106,3.86648,Gas Giant,2014,2.4,Jupiter,1.18,Jupiter,1.1,0.979603,0.09,Radial Velocity
4620,MXB 1658-298 b,1371,13.543,Gas Giant,2017,23.7,Jupiter,1.07,Jupiter,1.613,2.1,0,Eclipse Timing Variations
4621,NGC 2682 Sand 364 b,2666,9.616,Gas Giant,2014,6.69,Jupiter,1.13,Jupiter,0.53,0.33319643,0.35,Radial Velocity
4622,NGC 2682 Sand 978 b,2681,9.814,Gas Giant,2017,2.18,Jupiter,1.19,Jupiter,0.1028,1.4,0.16,Radial Velocity
4623,NGC 2682 YBP 1194 b,2847,14.569,Gas Giant,2014,0.32,Jupiter,1.1,Jupiter,0.1028,0.019164955,0.3,Radial Velocity
4624,NGC 2682 YBP 1514 b,2982,14.684,Gas Giant,2014,0.4,Jupiter,1.25,Jupiter,0.1028,0.013963039,0.28,Radial Velocity
4625,NGC 2682 YBP 401 b,2710,13.699,Gas Giant,2016,0.46,Jupiter,1.27,Jupiter,0.1028,0.011225188,0.15,Radial Velocity
4626,NGTS-10 b,1059,14.506,Gas Giant,2020,2.162,Jupiter,1.205,Jupiter,0.0143,0.0021902807,0,Transit
4627,NGTS-11 b,621,12.456,Gas Giant,2020,0.344,Jupiter,0.817,Jupiter,0.201,0.0971937,0.13,Transit
4628,NGTS-12 b,1456,12.382,Gas Giant,2020,0.208,Jupiter,1.048,Jupiter,0.0757,0.02053388,0,Transit
