id,name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
4629,NGTS-13 b,2112,12.744,Gas Giant,2021,4.84,Jupiter,1.142,Jupiter,0.0549,0.011225188,0.09,Transit
4630,NGTS-14 A b,1051,13.268,Neptune-like,2021,29.24036,Earth,0.444,Jupiter,0.0403,0.009582478,0,Transit
4631,NGTS-15 b,2566,14.669,Gas Giant,2021,0.751,Jupiter,1.1,Jupiter,0.0441,0.009034907,0,Transit
4632,NGTS-16 b,2930,14.529,Gas Giant,2021,0.667,Jupiter,1.3,Jupiter,0.0523,0.013141684,0,Transit
4633,NGTS-17 b,3393,14.412,Gas Giant,2021,0.764,Jupiter,1.24,Jupiter,0.0391,0.008761123,0,Transit
4634,NGTS-18 b,3576,14.588,Gas Giant,2021,0.409,Jupiter,1.21,Jupiter,0.0448,0.008487337,0,Transit
4635,NGTS-1 b,712,15.667,Gas Giant,2017,0.812,Jupiter,1.33,Jupiter,0.0326,0.007118412,0.02,Transit
4636,NGTS-20 b,1249,11.233,Gas Giant,2022,2.98,Jupiter,1.07,Jupiter,0.313,0.14839152,0.43,Transit
4637,NGTS-21 b,1934,15.506,Gas Giant,2022,2.36,Jupiter,1.33,Jupiter,0.0236,0.0041067763,0,Transit
4638,NGTS-23 b,3506,14.126,Gas Giant,2022,0.613,Jupiter,1.267,Jupiter,0.0504,0.011225188,0,Transit
4639,NGTS-24 b,2228,13.214,Gas Giant,2022,0.52,Jupiter,1.214,Jupiter,0.0479,0.009582478,0,Transit
4640,NGTS-25 b,1700,14.333,Gas Giant,2022,0.639,Jupiter,1.023,Jupiter,0.0388,0.007665982,0,Transit
4641,NGTS-2 b,1163,10.789,Gas Giant,2018,0.74,Jupiter,1.595,Jupiter,0.063,0.0123203285,0,Transit
4642,NGTS-3 A b,2427,14.669,Gas Giant,2018,2.38,Jupiter,1.48,Jupiter,0.023,0.0046543465,0,Transit
4643,NGTS-4 b,915,13.138,Neptune-like,2019,20.6,Earth,0.284,Jupiter,0.019,0.003559206,0,Transit
4644,NGTS-5 b,1001,13.789,Gas Giant,2019,0.229,Jupiter,1.136,Jupiter,0.0382,0.009308693,0,Transit
4645,NGTS-6 b,1006,14.237,Gas Giant,2019,1.339,Jupiter,1.326,Jupiter,0.01677,0.0024640656,0,Transit
4646,NGTS-8 b,1399,13.69,Gas Giant,2019,0.93,Jupiter,1.09,Jupiter,0.035,0.0068446267,0.01,Transit
4647,NGTS-9 b,1987,12.868,Gas Giant,2019,2.9,Jupiter,1.07,Jupiter,0.058,0.012046544,0.06,Transit
4648,NN Serpentis c,1683,16.943,Gas Giant,2010,7.33,Jupiter,1.13,Jupiter,5.35,15.3,0.08,Eclipse Timing Variations
4649,NN Serpentis d,1683,16.943,Gas Giant,2010,2.3,Jupiter,1.19,Jupiter,3.43,7.9,0.19,Eclipse Timing Variations
4650,NSVS 14256825 b,2678,13.296,Gas Giant,2019,14.15,Jupiter,1.1,Jupiter,3.12,8.8,0.12,Eclipse Timing Variations
4651,Nu Octantis A b,69,3.73,Gas Giant,2016,2.4,Jupiter,1.18,Jupiter,1.25,1.1416838,0.11,Radial Velocity
4652,Nu Ophiuchi b,151,3.31216,Gas Giant,2012,22.206,Jupiter,1.07,Jupiter,1.79,1.5,0.12,Radial Velocity
4653,Nu Ophiuchi c,151,3.31216,Gas Giant,2012,24.662,Jupiter,1.07,Jupiter,5.931,8.7,0.18,Radial Velocity
4654,NY Virginis b,1775,13.496,Gas Giant,2011,2.3,Jupiter,1.19,Jupiter,3.3,8.7,0.15,Eclipse Timing Variations
4655,NY Virginis c,1775,13.496,Gas Giant,2019,5.54,Jupiter,1.14,Jupiter,0.1028,24.1,0.15,Eclipse Timing Variations
4656,OGLE-2003-BLG-235L b,18920,13.543,Gas Giant,2004,2.6,Jupiter,1.18,Jupiter,4.3,11.2,0,Gravitational Microlensing
4657,OGLE-2005-BLG-071L b,10438,13.543,Gas Giant,2005,3.8,Jupiter,1.16,Jupiter,3.6,10.1,0,Gravitational Microlensing
4658,OGLE-2005-BLG-169L b,13374,22.783,Neptune-like,2006,14.1,Earth,0.343,Jupiter,3.5,7.9,0,Gravitational Microlensing
4659,OGLE-2005-BLG-390L b,21529,13.543,Neptune-like,2005,5.5,Earth,2.21,Earth,2.6,9,0,Gravitational Microlensing
4660,OGLE-2006-BLG-109L b,4926,13.543,Gas Giant,2008,0.727,Jupiter,1.25,Jupiter,2.3,4.9,0,Gravitational Microlensing
4661,OGLE-2006-BLG-109L c,4926,13.543,Gas Giant,2008,0.27,Jupiter,0.994,Jupiter,4.5,13.5,0.15,Gravitational Microlensing
4662,OGLE-2006-BLG-284L A b,13048,13.543,Gas Giant,2020,0.45307,Jupiter,1.27,Jupiter,2.17,5.4,0,Gravitational Microlensing
4663,OGLE-2007-BLG-349L AB c,9003,24.73,Gas Giant,2016,0.25171,Jupiter,0.952,Jupiter,2.59,7,0,Gravitational Microlensing
4664,OGLE-2007-BLG-368L b,19246,17.71,Neptune-like,2009,20,Earth,0.421,Jupiter,2.8,5.9,0,Gravitational Microlensing
4665,OGLE-2008-BLG-092L b,26422,13.543,Gas Giant,2014,0.18,Jupiter,0.78,Jupiter,15,69,0,Gravitational Microlensing
4666,OGLE-2008-BLG-355L b,22182,13.543,Gas Giant,2014,4.6,Jupiter,1.15,Jupiter,1.7,3.6,0,Gravitational Microlensing
4667,OGLE-2011-BLG-0173L b,19898,13.543,Gas Giant,2018,0.19,Jupiter,0.804,Jupiter,8,35.4,0,Gravitational Microlensing
4668,OGLE-2011-BLG-0251L b,8383,13.543,Gas Giant,2012,0.53,Jupiter,1.27,Jupiter,2.72,8.8,0,Gravitational Microlensing
4669,OGLE-2011-BLG-0265L b,14288,13.543,Gas Giant,2015,0.88,Jupiter,1.24,Jupiter,1.89,5.7,0,Gravitational Microlensing
4670,OGLE-2012-BLG-0026L b,13110,20.66,Gas Giant,2012,0.145,Jupiter,0.688,Jupiter,4,7.8,0,Gravitational Microlensing
4671,OGLE-2012-BLG-0026L c,13110,20.66,Gas Giant,2012,0.86,Jupiter,1.24,Jupiter,4.8,10.2,0,Gravitational Microlensing
4672,OGLE-2012-BLG-0358L b,5741,13.543,Gas Giant,2013,1.85,Jupiter,1.2,Jupiter,0.87,5.7,0,Gravitational Microlensing
4673,OGLE-2012-BLG-0406L b,16212,13.543,Gas Giant,2013,2.73,Jupiter,1.18,Jupiter,3.45,9.7,0,Gravitational Microlensing
4674,OGLE-2012-BLG-0563L b,4241,13.543,Gas Giant,2015,0.39,Jupiter,1.21,Jupiter,0.74,1.0915811,0,Gravitational Microlensing
4675,OGLE-2012-BLG-0724L b,21855,13.543,Gas Giant,2016,0.47,Jupiter,1.27,Jupiter,1.6,3.8,0,Gravitational Microlensing
4676,OGLE-2012-BLG-0838L b,20616,13.543,Gas Giant,2020,0.167,Jupiter,0.748,Jupiter,4.43,14.8,0,Gravitational Microlensing
4677,OGLE-2012-BLG-0950L b,8481,13.543,Neptune-like,2016,35,Earth,0.585,Jupiter,2.6,5.6,0,Gravitational Microlensing
4678,OGLE-2013-BLG-0102L b,9916,13.543,Gas Giant,2014,13,Jupiter,1.1,Jupiter,0.8,2.3,0,Gravitational Microlensing
4679,OGLE-2013-BLG-0132L b,12722,13.543,Gas Giant,2017,0.29,Jupiter,1.03,Jupiter,3.6,9.3,0,Gravitational Microlensing
4680,OGLE-2013-BLG-0341L B b,2972,13.543,Super Earth,2014,1.66,Earth,1.16,Earth,0.702,1.8,0,Gravitational Microlensing
4681,OGLE-2013-BLG-0911L b,10504,26.42,Gas Giant,2019,9.51,Jupiter,1.12,Jupiter,0.39,0.45229295,0,Gravitational Microlensing
4682,OGLE-2013-BLG-1721L b,20551,13.543,Gas Giant,2017,0.64,Jupiter,1.26,Jupiter,2.6,6.2,0,Gravitational Microlensing
4683,OGLE-2013-BLG-1761L b,22508,13.543,Gas Giant,2018,2.7,Jupiter,1.18,Jupiter,1.8,4.2,0,Gravitational Microlensing
4684,OGLE-2014-BLG-0124L b,13374,13.543,Gas Giant,2015,0.51,Jupiter,1.27,Jupiter,3.11,6.5,0,Gravitational Microlensing
4685,OGLE-2014-BLG-0319L b,25215,13.543,Gas Giant,2022,0.57,Jupiter,1.26,Jupiter,3.49,9,0,Gravitational Microlensing
4686,OGLE-2014-BLG-0676L b,8710,13.543,Gas Giant,2016,3.68,Jupiter,1.16,Jupiter,4.53,11.3,0,Gravitational Microlensing
4687,OGLE-2014-BLG-1722L b,20877,13.543,Gas Giant,2018,0.174,Jupiter,0.766,Jupiter,1.5,2.9,0,Gravitational Microlensing
4688,OGLE-2014-BLG-1722L c,20877,13.543,Gas Giant,2018,0.263,Jupiter,0.978,Jupiter,1.7,3.5,0,Gravitational Microlensing
4689,OGLE-2014-BLG-1760L b,22377,13.543,Gas Giant,2016,0.56,Jupiter,1.26,Jupiter,1.75,3.2,0,Gravitational Microlensing
4690,OGLE-2015-BLG-0051L b,26748,13.543,Gas Giant,2016,0.72,Jupiter,1.25,Jupiter,0.73,2,0,Gravitational Microlensing
4691,OGLE-2015-BLG-0954L b,3914,13.543,Gas Giant,2016,3.4,Jupiter,1.17,Jupiter,1.6,3.7,0,Gravitational Microlensing
4692,OGLE-2015-BLG-0966L b,10765,13.543,Neptune-like,2016,21,Earth,0.433,Jupiter,2.7,7.2,0,Gravitational Microlensing
4693,OGLE-2015-BLG-1649L b,13798,13.543,Gas Giant,2019,2.54,Jupiter,1.18,Jupiter,2.07,5.1,0,Gravitational Microlensing
4694,OGLE-2015-BLG-1670L b,21855,13.543,Neptune-like,2019,17.9,Earth,0.394,Jupiter,2.62,5.7,0,Gravitational Microlensing
4695,OGLE-2015-BLG-1771L b,23062,13.543,Gas Giant,2020,0.433,Jupiter,1.28,Jupiter,0.85,2.8,0,Gravitational Microlensing
4696,OGLE-2016-BLG-0263L b,21203,13.543,Gas Giant,2017,4.1,Jupiter,1.16,Jupiter,5.4,34.8,0,Gravitational Microlensing
4697,OGLE-2016-BLG-0613L AB b,11123,13.543,Gas Giant,2017,4.18,Jupiter,1.16,Jupiter,6.4,19.1,0,Gravitational Microlensing
4698,OGLE-2016-BLG-1067L b,12167,13.543,Gas Giant,2019,0.43,Jupiter,1.28,Jupiter,1.7,4,0,Gravitational Microlensing
4699,OGLE-2016-BLG-1190L b,22084,13.543,Gas Giant,2017,13.38,Jupiter,1.1,Jupiter,2.17,3.3,0.42,Gravitational Microlensing
4700,OGLE-2016-BLG-1195L b,12754,13.543,Super Earth,2017,1.43,Earth,1.11,Earth,1.16,4.4,0,Gravitational Microlensing
4701,OGLE-2016-BLG-1227L b,1371,13.543,Gas Giant,2020,0.79,Jupiter,1.24,Jupiter,3.4,19.8,0,Gravitational Microlensing
4702,OGLE-2017-BLG-0173L b,15348,13.543,Super Earth,2018,3.269,Earth,1.62,Earth,3.913,12.2,0,Gravitational Microlensing
4703,OGLE-2017-BLG-0373L b,19295,13.543,Gas Giant,2018,0.401,Jupiter,1.25,Jupiter,2.424,7.6,0,Gravitational Microlensing
4704,OGLE-2017-BLG-0406L b,16962,26.1,Gas Giant,2020,0.41,Jupiter,1.27,Jupiter,3.5,8.8,0,Gravitational Microlensing
4705,OGLE-2017-BLG-0482L b,18920,13.543,Neptune-like,2018,9,Earth,0.263,Jupiter,1.8,5.4,0,Gravitational Microlensing
4706,OGLE-2017-BLG-0604L b,12885,13.543,Gas Giant,2020,0.51,Jupiter,1.27,Jupiter,4.06,9.8,0,Gravitational Microlensing
4707,OGLE-2017-BLG-1049L b,18496,13.543,Gas Giant,2020,5.53,Jupiter,1.14,Jupiter,3.92,10.5,0,Gravitational Microlensing
4708,OGLE-2017-BLG-1099L b,23650,13.543,Gas Giant,2021,3.02,Jupiter,1.17,Jupiter,2.73,6.7,0,Gravitational Microlensing
4709,OGLE-2017-BLG-1140L b,1371,13.543,Gas Giant,2018,1.59,Jupiter,1.21,Jupiter,1.02,2.2,0,Gravitational Microlensing
4710,OGLE-2017-BLG-1375L b,12820,13.543,Gas Giant,2020,11.28,Jupiter,1.11,Jupiter,3.04,5.9,0,Gravitational Microlensing
4711,OGLE-2017-BLG-1434L b,2805,13.543,Super Earth,2018,4.43,Earth,1.94,Earth,1.18,2.7,0,Gravitational Microlensing
4712,OGLE-2017-BLG-1522L b,24432,13.543,Gas Giant,2018,0.75,Jupiter,1.25,Jupiter,0.59,2.3,0,Gravitational Microlensing
4713,OGLE-2017-BLG-1691L b,23780,13.543,Neptune-like,2022,14.62011,Earth,0.35,Jupiter,2.41,5.6,0,Gravitational Microlensing
4714,OGLE-2018-BLG-0383L b,25117,13.543,Neptune-like,2022,6.4,Earth,0.215,Jupiter,1.8,7.6,0,Gravitational Microlensing
4715,OGLE-2018-BLG-0532L b,2522,13.543,Neptune-like,2020,6.228,Earth,0.212,Jupiter,1.064,2.5,0,Gravitational Microlensing
4716,OGLE-2018-BLG-0567L b,23030,13.543,Gas Giant,2021,0.32,Jupiter,1.1,Jupiter,2.72,9,0,Gravitational Microlensing
4717,OGLE-2018-BLG-0596L b,18430,13.543,Neptune-like,2019,13.93,Earth,0.34,Jupiter,0.97,2,0,Gravitational Microlensing
4718,OGLE-2018-BLG-0677L b,24726,13.543,Super Earth,2020,3.96,Earth,1.82,Earth,0.63,1.4,0,Gravitational Microlensing
4719,OGLE-2018-BLG-0740L b,10438,18.21,Gas Giant,2019,4.8,Jupiter,1.15,Jupiter,5,15,0,Gravitational Microlensing
4720,OGLE-2018-BLG-0962L b,21203,13.543,Gas Giant,2021,1.34,Jupiter,1.22,Jupiter,3.59,9.3,0,Gravitational Microlensing
4721,OGLE-2018-BLG-1011L b,23160,13.543,Gas Giant,2019,1.8,Jupiter,1.2,Jupiter,1.8,5.7,0,Gravitational Microlensing
4722,OGLE-2018-BLG-1011L c,23160,13.543,Gas Giant,2019,2.8,Jupiter,1.18,Jupiter,0.8,1.7,0,Gravitational Microlensing
4723,OGLE-2018-BLG-1185L b,24139,29.3,Neptune-like,2021,8.4,Earth,0.253,Jupiter,1.54,3.1,0,Gravitational Microlensing
4724,OGLE-2018-BLG-1269L b,8188,13.543,Gas Giant,2020,0.67,Jupiter,1.25,Jupiter,4.51,9.1,0,Gravitational Microlensing
4725,OGLE-2018-BLG-1428L b,20290,13.543,Gas Giant,2021,0.77,Jupiter,1.25,Jupiter,3.3,9.1,0,Gravitational Microlensing
4726,OGLE-2018-BLG-1700L b,24791,13.543,Gas Giant,2020,4.4,Jupiter,1.15,Jupiter,2.8,7.2,0,Gravitational Microlensing
4727,OGLE-2019-BLG-0299L b,19017,13.543,Gas Giant,2021,6.22,Jupiter,1.14,Jupiter,2.8,6.1,0,Gravitational Microlensing
4728,OGLE-2019-BLG-0304L b,22769,13.543,Gas Giant,2021,0.51,Jupiter,1.27,Jupiter,1.23,2.6,0,Gravitational Microlensing
4729,OGLE-2019-BLG-0362L b,19017,13.543,Gas Giant,2022,3.26,Jupiter,1.17,Jupiter,2.18,5,0,Gravitational Microlensing
4730,OGLE-2019-BLG-0468L b,14353,13.543,Gas Giant,2022,3.43,Jupiter,1.17,Jupiter,3.29,6.2,0,Gravitational Microlensing
4731,OGLE-2019-BLG-0468L c,14353,13.543,Gas Giant,2022,10.22,Jupiter,1.11,Jupiter,2.77,4.8,0,Gravitational Microlensing
4732,OGLE-2019-BLG-0954L b,11841,13.543,Gas Giant,2021,14.2,Jupiter,1.1,Jupiter,2.65,4.8,0,Gravitational Microlensing
4733,OGLE-2019-BLG-0960L b,3197,13.543,Super Earth,2021,2.5,Earth,1.39,Earth,1.9,3.7,0,Gravitational Microlensing
4734,OGLE-2019-BLG-1470L AB c,19246,13.543,Gas Giant,2022,2.2,Jupiter,1.19,Jupiter,3.2,7.6,0,Gravitational Microlensing
4735,OGLE2-TR-L9 b,5309,14.718,Gas Giant,2008,4.5,Jupiter,1.61,Jupiter,0.0308,0.0068446267,0,Transit
4736,OGLE-TR-10 b,4387,16.006,Gas Giant,2004,0.62,Jupiter,1.25,Jupiter,0.0434,0.008487337,0.82,Transit
4737,OGLE-TR-111 b,3485,16.707,Gas Giant,2004,0.55,Jupiter,1.019,Jupiter,0.0473,0.0109514035,0.54,Transit
4738,OGLE-TR-113 b,1848,15.8485,Gas Giant,2004,1.26,Jupiter,1.093,Jupiter,0.02289,0.003832991,0.15,Transit
4739,OGLE-TR-132 b,6565,16.536,Gas Giant,2004,1.18,Jupiter,1.2,Jupiter,0.03035,0.0046543465,0.6,Transit
4740,OGLE-TR-182 b,8161,16.9195,Gas Giant,2007,1.01,Jupiter,1.13,Jupiter,0.051,0.0109514035,0,Transit
4741,OGLE-TR-211 b,4943,15.364,Gas Giant,2007,1.03,Jupiter,1.36,Jupiter,0.051,0.010130048,0,Transit
4742,OGLE-TR-56 b,923,15.3,Gas Giant,2002,1.39,Jupiter,1.363,Jupiter,0.02383,0.003285421,0.67,Transit
4743,Omega Serpentis b,250,5.21644,Gas Giant,2013,1.7,Jupiter,1.2,Jupiter,1.1,0.75838464,0.11,Radial Velocity
4744,Omicron Coronae Borealis b,277,5.5052,Gas Giant,2012,1.5,Jupiter,1.21,Jupiter,0.83,0.5141684,0.19,Radial Velocity
4745,Omicron Ursae Majoris b,179,3.35214,Gas Giant,2012,4.1,Jupiter,1.16,Jupiter,3.9,4.5,0.13,Radial Velocity
4746,Ophiuchi 11 b,444,13.543,Gas Giant,2006,14,Jupiter,1.1,Jupiter,243,20000,0,Direct Imaging
4747,PDS 70 b,369,12.032,Gas Giant,2018,3,Jupiter,2.72,Jupiter,20,119.2,0.19,Direct Imaging
4748,PDS 70 c,369,12.032,Gas Giant,2019,2,Jupiter,2.04,Jupiter,34,227.5,0.11,Direct Imaging
4749,PH1 b,3370,13.841,Neptune-like,2012,0.531,Jupiter,0.551,Jupiter,0.652,0.37864476,0.07,Transit
4750,PH2 b,1122,12.645,Gas Giant,2013,80,Jupiter,0.903,Jupiter,0.828,0.77344286,0.41,Transit
4751,Pi Mensae c,60,5.65,Neptune-like,2018,3.63,Earth,2.06,Earth,0.068647,0.017248461,0.08,Transit
4752,Pi Mensae d,60,5.65,Neptune-like,2022,13.38,Earth,0.332,Jupiter,0.1028,0.34113622,0.22,Radial Velocity
4753,POTS-1 b,2440,17.9083,Gas Giant,2013,2.31,Jupiter,0.941,Jupiter,0.03734,0.008761123,0,Transit
4754,Pr0201 b,589,10.445,Gas Giant,2012,0.54,Jupiter,1.27,Jupiter,0.06,0.012046544,0,Radial Velocity
4755,Pr0211 b,596,12.163,Gas Giant,2012,1.88,Jupiter,1.2,Jupiter,0.03176,0.0057494864,0.01,Radial Velocity
4756,Pr0211 c,596,12.163,Gas Giant,2016,7.79,Jupiter,1.12,Jupiter,5.5,13.3,0.71,Radial Velocity
4757,Proxima Centauri b,4,11.01,Super Earth,2016,1.07,Earth,1.03,Earth,0.04856,0.030663928,0.02,Radial Velocity
4758,psi1 Draconis B b,74,5.808,Gas Giant,2015,1.53,Jupiter,1.21,Jupiter,4.43,8.5,0.4,Radial Velocity
4759,PSR B0329+54 b,1647,20.8671,Super Earth,2017,1.97,Earth,1.22,Earth,10.26,27.8,0.24,Pulsar Timing
4760,PSR B1257+12 b,1957,13.543,Terrestrial,1994,0.02,Earth,0.338,Earth,0.19,0.06926762,0,Pulsar Timing
4761,PSR B1257+12 c,1957,13.543,Super Earth,1992,4.3,Earth,1.91,Earth,0.36,0.18206708,0.02,Pulsar Timing
4762,PSR B1257+12 d,1957,13.543,Super Earth,1992,3.9,Earth,1.8,Earth,0.46,0.26885694,0.03,Pulsar Timing
4763,PSR B1620-26 b,1371,13.543,Gas Giant,2003,2.5,Jupiter,1.18,Jupiter,23,95,0,Pulsar Timing
4764,PSR J1719-1438 b,3914,13.543,Gas Giant,2011,1.2,Jupiter,1.12,Jupiter,0.0044,0.0002737851,0.06,Pulsar Timing
4765,PSR J2322-2650 b,750,13.543,Gas Giant,2017,0.7949,Jupiter,1.24,Jupiter,0.0102,0.00082135526,0.0017,Pulsar Timing
4766,Qatar-10 b,1824,12.868,Gas Giant,2019,0.736,Jupiter,1.543,Jupiter,0.0286,0.0043805614,0,Transit
4767,Qatar-1 b,605,12.692,Gas Giant,2010,1.294,Jupiter,1.143,Jupiter,0.02332,0.003832991,0,Transit
4768,Qatar-2 b,592,13.443,Gas Giant,2011,2.494,Jupiter,1.254,Jupiter,0.02153,0.003559206,0,Transit
4769,Qatar-3 b,2400,12.929,Gas Giant,2017,4.31,Jupiter,1.096,Jupiter,0.03783,0.0068446267,0,Transit
4770,Qatar-4 b,1073,13.574,Gas Giant,2017,6.1,Jupiter,1.135,Jupiter,0.02803,0.004928131,0,Transit
4771,Qatar-5 b,1199,12.614,Gas Giant,2017,4.32,Jupiter,1.107,Jupiter,0.04127,0.007939767,0,Transit
4772,Qatar-6 b,329,11.496,Gas Giant,2017,0.668,Jupiter,1.062,Jupiter,0.0423,0.009582478,0,Transit
4773,Qatar-7 b,2303,13.134,Gas Giant,2019,1.88,Jupiter,1.7,Jupiter,0.0352,0.0054757018,0,Transit
4774,Qatar-8 b,918,11.71,Gas Giant,2019,0.371,Jupiter,1.285,Jupiter,0.0474,0.010130048,0,Transit
4775,Qatar-9 b,697,14.023,Gas Giant,2019,1.19,Jupiter,1.009,Jupiter,0.0234,0.0041067763,0,Transit
4776,Rho Coronae Borealis b,57,5.40816,Gas Giant,1997,1.0449,Jupiter,1.23,Jupiter,0.2196,0.10896646,0.04,Radial Velocity
4777,Rho Coronae Borealis c,57,5.40816,Neptune-like,2016,25,Earth,0.48,Jupiter,0.4123,0.2806297,0.05,Radial Velocity
4778,Ross 128 b,11,11.12,Super Earth,2017,1.4,Earth,1.11,Earth,0.0496,0.027104722,0.12,Radial Velocity
4779,Ross 458 c,38,9.76,Gas Giant,2010,6,Jupiter,1.25,Jupiter,1100,48780.2,0,Direct Imaging
4780,Ross 508 b,37,14.18,Super Earth,2022,4,Earth,1.83,Earth,0.05366,0.02956879,0.33,Radial Velocity
4781,ROXs 12 b,446,14.763,Gas Giant,2013,16,Jupiter,1.09,Jupiter,210,3264.5,0.83,Direct Imaging
4782,ROXs 42 B b,468,14.661,Gas Giant,2013,9,Jupiter,1.12,Jupiter,157,1968.3,0.58,Direct Imaging
4783,RR Caeli b,69,14.379,Gas Giant,2012,4.2,Jupiter,1.16,Jupiter,5.3,11.9,0,Eclipse Timing Variations
4784,SR 12 AB c,366,13.355,Gas Giant,2010,13,Jupiter,1.1,Jupiter,0.1028,0.99931556,0,Direct Imaging
4785,SWEEPS-11 b,27727,19.83,Gas Giant,2006,9.7,Jupiter,1.13,Jupiter,0.03,0.004928131,0,Transit
4786,SWEEPS-4 b,27727,18.8,Gas Giant,2006,3.8,Jupiter,0.81,Jupiter,0.055,0.011498973,0,Transit
4787,TAP 26 b,396,12.5,Gas Giant,2017,1.66,Jupiter,1.2,Jupiter,0.0968,0.02956879,0,Radial Velocity
4788,Tau Bootis b,51,4.48635,Gas Giant,1996,5.95,Jupiter,1.14,Jupiter,0.049,0.009034907,0.01,Radial Velocity
4789,Tau Ceti e,12,3.49607,Super Earth,2017,3.93,Earth,1.81,Earth,0.538,0.44599587,0.18,Radial Velocity
4790,Tau Ceti f,12,3.49607,Super Earth,2017,3.93,Earth,1.81,Earth,1.334,1.7,0.16,Radial Velocity
4791,Tau Ceti g,12,3.49607,Super Earth,2017,1.75,Earth,1.18,Earth,0.133,0.054757014,0.06,Radial Velocity
4792,Tau Ceti h,12,3.49607,Super Earth,2017,1.83,Earth,1.19,Earth,0.243,0.13524984,0.23,Radial Velocity
4793,Tau Geminorum b,367,4.37799,Gas Giant,2013,20.6,Jupiter,1.08,Jupiter,1.17,0.83641344,0.03,Radial Velocity
4794,TCP J05074264+2447555 b,1647,14.243,Neptune-like,2018,20,Earth,0.421,Jupiter,0.94,1.1863108,0,Gravitational Microlensing
4795,Teegarden's Star b,12,15.13,Super Earth,2019,1.05,Earth,1.02,Earth,0.0252,0.013415469,0,Radial Velocity
4796,Teegarden's Star c,12,15.13,Super Earth,2019,1.11,Earth,1.04,Earth,0.0443,0.031211497,0,Radial Velocity
4797,TIC 172900988 b,819,10.141,Gas Giant,2021,2.96386,Jupiter,1.004,Jupiter,0.90281,0.5489391,0.03,Transit
4798,TIC 237913194 b,998,12.144,Gas Giant,2020,1.942,Jupiter,1.117,Jupiter,0.1207,0.04161533,0.58,Transit
4799,TIC 257060897 b,1650,11.814,Gas Giant,2021,0.67,Jupiter,1.49,Jupiter,0.051,0.010130048,0.03,Transit
4800,TOI-1062 b,268,10.249,Super Earth,2021,10.15,Earth,0.202,Jupiter,0.052,0.011225188,0.18,Transit
4801,TOI-1062 c,268,10.249,Neptune-like,2021,9.78,Earth,0.276,Jupiter,0.08,0.021902807,0.14,Radial Velocity
4802,TOI-1064 b,222,10.938,Super Earth,2022,13.5,Earth,0.231,Jupiter,0.06152,0.017522246,0.05,Transit
4803,TOI-1064 c,222,10.938,Neptune-like,2022,2.5,Earth,0.237,Jupiter,0.09429,0.03340178,0.09,Transit
4804,TOI-1075 b,200,12.615,Super Earth,2022,9.95,Earth,1.791,Earth,0.01159,0.0016427105,0,Transit
4805,TOI-1107 b,918,10.553,Gas Giant,2022,3.35,Jupiter,1.3,Jupiter,0.0561,0.011225188,0.03,Transit
4806,TOI-1130 b,190,11.595,Neptune-like,2020,12.9,Earth,0.326,Jupiter,0.04394,0.011225188,0.22,Transit
4807,TOI-1130 c,190,11.595,Gas Giant,2020,0.974,Jupiter,1.5,Jupiter,0.07098,0.022997946,0.05,Transit
4808,TOI-1136 b,276,9.534,Super Earth,2022,4.27,Earth,1.9,Earth,0.1028,0.011498973,0.03,Transit
4809,TOI-1136 c,276,9.534,Neptune-like,2022,8.64,Earth,0.257,Jupiter,0.1028,0.017248461,0.12,Transit
4810,TOI-1136 d,276,9.534,Neptune-like,2022,19.3,Earth,0.413,Jupiter,0.1028,0.034223136,0.02,Transit
4811,TOI-1136 e,276,9.534,Neptune-like,2022,7.46,Earth,0.235,Jupiter,0.1028,0.05147159,0.06,Transit
4812,TOI-1136 f,276,9.534,Neptune-like,2022,14.3,Earth,0.346,Jupiter,0.1028,0.07200547,0.01,Transit
4813,TOI-1136 g,276,9.534,Neptune-like,2022,6.94,Earth,0.226,Jupiter,0.1028,0.1081451,0.04,Transit
4814,TOI-1181 b,988,10.582,Gas Giant,2022,1.18,Jupiter,1.3,Jupiter,0.1028,0.0057494864,0,Transit
4815,TOI-1201 b,124,12.26,Neptune-like,2021,6.28,Earth,0.215,Jupiter,0.0287,0.0068446267,0,Transit
4816,TOI-1227 b,328,16.999,Gas Giant,2022,0.209,Jupiter,0.854,Jupiter,0.0886,0.07501711,0,Transit
4817,TOI-122 b,203,15.526,Neptune-like,2020,7.85,Earth,0.243,Jupiter,0.0392,0.013963039,0,Transit
4818,TOI-1231 b,90,12.36,Neptune-like,2021,15.4,Earth,0.326,Jupiter,0.1288,0.066255994,0.09,Transit
4819,TOI-1235 b,129,11.495,Super Earth,2020,5.9,Earth,1.694,Earth,0.03826,0.009308693,0.15,Transit
4820,TOI-1246 b,553,11.632,Neptune-like,2022,8.1,Earth,0.269,Jupiter,0.049,0.011772759,0,Transit
4821,TOI-1246 c,553,11.632,Super Earth,2022,8.8,Earth,0.224,Jupiter,0.061,0.01615332,0,Transit
4822,TOI-1246 d,553,11.632,Neptune-like,2022,5.3,Earth,0.313,Jupiter,0.131,0.051197812,0,Transit
4823,TOI-1246 e,553,11.632,Neptune-like,2022,14.8,Earth,0.337,Jupiter,0.211,0.10376455,0,Transit
